# Pres dens StdErr(dens) vf StdErr(vf) c/a StdErr(c/a) dR dVol
200 0.9545715310074079 0.0014448420501310757 0.7068415947274205 0.0010698773487958185 0.9997782637144402 1.6136781278828062E-4 0.0122507663813482 2.0759199240483545E-4
150 0.9451092378887473 0.0010404887984144734 0.6998349512852955 7.704616549657009E-4 1.0003359162815648 1.6880310121698675E-4 0.01614950601682856 2.709947635323248E-4
120 0.9367494538064034 8.553046718742664E-4 0.6936446942742731 6.333364222779942E-4 0.9994688794221394 3.654656917023972E-4 0.018412725242241863 3.472462049511994E-4
100 0.927533827694705 9.943172383668143E-4 0.6868207029382546 7.362725155697164E-4 1.0002525964019198 3.639638009750556E-4 0.0230171923026721 4.483271972881699E-4
90 0.9217891272206745 7.615928218067332E-4 0.6825668643181042 5.63944625671343E-4 0.9999873760301197 4.412082755899016E-4 0.026068782491069458 4.923025372307341E-4
80 0.9156481169534231 7.727101509329229E-4 0.6780195660282001 5.721767909399051E-4 1.0000690424797583 5.739306076949817E-4 0.026390076937849668 5.853103031454346E-4
70 0.906741295987167 8.332537702417036E-4 0.6714242388774986 6.170081598024421E-4 0.9994937158201901 6.594884607420161E-4 0.030489077554699973 6.293762925504234E-4
60 0.8943918441445818 5.586423451402634E-4 0.66227971072966 4.1366375728587153E-4 0.9989605265722488 7.085656242094614E-4 0.03546438590011165 7.479366396157674E-4
50 0.8800321338313974 5.946453895741852E-4 0.6516466254051027 4.403233092504579E-4 1.0007861539857954 5.393415393632994E-4 0.041517032818265236 9.628250064503244E-4
40 0.8570374896797172 4.6134575077558476E-4 0.6346195400433485 3.41617527484673E-4 1.0011427967671385 0.001042509249614035 0.05603904465746652 0.0011632303477319853
35 0.8402387974338422 5.692792408947249E-4 0.6221804361829201 4.215401710872284E-4 0.9983195847786512 0.0013423138815336754 0.06437748287174733 0.0014859196673598734
30 0.8213842701041372 7.984432303446123E-4 0.6082190265528887 5.912316342059777E-4 1.0011615257095532 0.0012757688345112852 0.07562509959969438 0.0012748768196181421
28 0.8098062848743667 3.7734566580721596E-4 0.5996457543802894 2.7941710340186065E-4 1.0028566080290797 0.0011456282839949908 0.07638176516724345 0.0014861171323251729
26 0.7992018296932554 9.604840674303683E-4 0.5917933622148522 7.11219712584294E-4 0.9993356719025369 0.0024183014156077113 0.08826122584253138 0.0018773951978851254
24 0.786625765559734 8.20619965958461E-4 0.5824810320868509 6.076530742397105E-4 0.9986840734603722 0.0035367168181447074 0.08610433764616865 0.0019140091553701665
23 0.7832905614901521 7.27020570024702E-4 0.5800113785441806 5.383445477055423E-4 1.0014295742892985 0.0014633945411578933 0.08730591523569674 0.0015861485709407713
22 0.7743843538862601 8.472325071497761E-4 0.5734165055763426 6.27359141774137E-4 0.9974120798184495 0.0013154172494098165 0.0879337563362117 0.001593384266482252
21 0.7629626074812669 6.07297907752352E-4 0.564958925205223 4.496922521347692E-4 0.9944684194936184 0.002960238910703261 0.10223009774232122 0.0017620458466146393
20 0.755120063566508 0.0010011496415680441 0.5591516744467834 7.413317768373925E-4 1.0042347609657318 0.002720937734772901 0.10258788283155466 0.001996541460841354
19 0.7471238627617516 0.0014544005728396798 0.5532306437591932 0.0010769552483792864 0.9890986049240583 0.003187789040967388 0.10315593536153618 0.0019685914873962436
18 0.7355641290629782 0.0012155584061441412 0.544670886489204 9.000972838320827E-4 1.0072814727652422 0.0038358782849961972 0.11817201976082546 0.0025622634130766323
17 0.7230629193201059 0.0010289506459140968 0.5354139845770464 7.61917878146498E-4 0.9959036816978777 0.0036952331395360884 0.11992667228678822 0.002021485237025513
#16 0.7106771254973261 9.438602781477914E-4 0.5262425459019171 6.989101209610112E-4 1.0030967056558748 0.003148001300987589 2.6291694706137787 0.007504237769294651
#14 0.6971918387272936 0.0016069917273518134 0.5162569541507921 0.0011899460212019004 0.9986359437053697 0.002027600419387352 0.2482690302177887 0.002876193139391743
#12 0.6771171087229755 0.004077968731886826 0.5013920082467386 0.0030196562835406223 1.0266142493244923 7.53272446950258E-4 0.991112298917853 0.005760056756800863
