100 0.9552033628182398 0.002224081223346385
90 0.9461606856344349 0.002508577048891661
80 0.934925994136675 0.001635484483552032
70 0.8102846845413972 0.0
60 0.8102846845413972 0.0
50 0.8797293581456754 0.0014923247274299869
40 0.8102846845413972 0.0
35 0.8242878755927212 0.0014553261715706612
30 0.7939571544641209 0.0014409091189745379
28 0.7806783395070951 5.577386105270932E-4
26 0.7617798624377786 0.002327036682924109
24 0.7559408438728601 0.009663122530540413
23 0.7579859884199663 0.006142825911995839
22 0.7539835936300164 0.008906875286239907
21 0.7440117853803737 0.01399406739880757
20 0.7436935474984502 0.01266159076137606
19 0.8102846845413972 0.0
18 0.7379880097491147 0.014594042722981166
17 0.7379024924398101 0.016235630956501806
16 0.7326013335021874 0.014871291781292904
14 0.7245583779360764 0.018237630314712015
12 0.7189083444331008 0.024797098167635992
11 0.7000589442989941 0.017516360099817684
10 0.6965472532130929 0.020094490324855566
9 0.6897352083675438 0.025328107794873937
8 0.683411235208277 0.027785850418550688
7 0.671221478392065 0.029109877577958264
6 0.657532416304198 0.031085210433853146
5 0.640138489319805 0.03130664484958969
4 0.5829385685795575 0.03642204624598179
