#Got alpha= 0.73  x_B= 0.928571428571
# Pres vf c/a f_ex g_ex df stderr(df)
17   0.533962137588   0.9981442995621173   5.76273454768   11.9751787174   -0.05153084444285527   5.398722564567732E-4
18   0.545521718121   0.9939069113438251   6.01584998796   12.4907341333   -0.03360132521938707   6.769187061406085E-4
19   0.551295925379   1.0055035044382596   6.1424073912   12.9499223378   -0.027440870488582392   6.230249795523702E-4
20   0.559452589539   0.9993968478766048   6.3286452111   13.4272594597   -0.015095613089857185   4.3066787524787003E-4
21   0.565945675734   0.9981605837354306   6.48081266609   13.8867965841   -0.0049201504810942554   4.413181058777465E-4
22   0.573510474526   1.0119375919128235   6.66636749892   14.3564786751   0.010734659403593335   5.990228850287771E-4
23   0.579173906882   0.9996214476874266   6.80470839235   14.8009861219   0.01839609036539592   2.912219767254069E-4
24   0.583454406917   0.9951663650078738   6.91233184817   15.2308814918   0.025088522666034174   6.50204181452537E-4
26   0.591653217661   1.0052468261930725   7.12774506044   16.0829481272   0.04147967114537029   8.984074924528848E-4
28   0.600025935602   0.9994363660072351   7.35630960324   16.9276976415   0.058190547576790354   0.001193935140644227
30   0.606609525961   0.9946387929218463   7.54673393573   17.7502936866   0.07513382210807971   9.81988476808829E-4
35   0.623071833016   1.0000628522223107   8.05323356478   19.7787065001   0.11623055235905619   6.777427562401728E-4
40   0.634017313307   1.0003385391422812   8.42812064035   21.7204455278   0.1512120840665464   6.82076499373124E-4
50   0.65093799033   0.9994300888442924   9.08785351469   25.4888609084   0.22206210884521735   6.241397747595316E-4
60   0.66359509835   0.9991098832405076   9.66939843261   29.1523287209   0.2957914043889046   4.538044477457699E-4
70   0.672274394372   1.000136184768573   10.1304290857   32.7186657171   0.36343927747317895   5.245893018330791E-4
80   0.678431990802   0.9997679641852937   10.4981805068   36.2114886908   0.4235104931720942   4.582145311596501E-4
90   0.683267898917   1.0001625611031957   10.8171477204   39.6569195595   0.48051924390113926   6.215529024582468E-4
100   0.688429170134   0.9994292580581503   11.1945016266   43.1012327007   0.5546358444053201   4.736077964919412E-4
120   0.694327552132   0.9999310492060223   11.6848068822   49.8374290052   0.6619406697222406   6.627446187883599E-4
