100 0.9542540526775259 0.0025037201838287834
90 0.945925547237464 0.0025582200652420283
80 0.9335770970183153 0.0024551593410031556
70 0.9266880559498273 0.0023402620961721775
60 0.8102846845413977 0.0
50 0.8804880973334461 0.0015230829304246419
40 0.8469881249586021 0.0015352302106686829
35 0.8235651876134945 0.0014937245025634816
30 0.7964078250392401 0.0014414490101677345
28 0.7779903763321538 0.0018763705151598053
26 0.7604599576596347 0.0011639524257164961
24 0.7393864194175448 0.004336600855581351
22 0.7360702338973981 0.0018423234076943747
20 0.7018594461427252 0.0018696276081000428
